STUDENT NO.,Staff,LAST NAME,FIRST NAME,GENDER,DATE OF BIRTH,COUNTRY ORIGIN,COUNTRY,MOBILE,EMAIL,YEAR,STUDY LEVEL,POST GRAD.,FACULTY,COURSE,START DATE,END DATE,SESS START DATE,SESS END DATE,Length of talk (Mins),Tone or sentimental score,No. comunications, Prior awareness,No. questions student,No. questions VA,Lead Score
348,Willa,MCCARTHY,Mariah,F,28-05-00,Russia,United Arab Emirates,9.71563E+11,jacks@mac.com,2022,High school graduate ,No ,Engineering & Computer Science,Civil Engineering,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
349,Brycen,MANN,Riley,M,25-04-00,Japan,United Arab Emirates,9.71552E+11,dkeeler@sbcglobal.net,2022,High school graduate ,No ,Engineering & Computer Science,Civil Engineering,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
350,Haylee,ZIMMERMAN,August,M,15-10-99,Mexico,United Arab Emirates,9.71504E+11,webdragon@hotmail.com,2022,High school graduate ,No ,Engineering & Computer Science,Civil Engineering,05-05-24,12/24/2026,Winter,Autumn,,,,,,,
351,Deacon,ERICKSON,Eden,F,02-10-00,Philippines,United Arab Emirates,9.71547E+11,balchen@mac.com,2022,High school graduate ,No ,Engineering & Computer Science,Civil Engineering,05-05-24,04-10-26,Spring,Winter,,,,,,,
352,Jaylah,FLETCHER,Mark,M,18-03-00,United Arab Emirates,United Arab Emirates,9.71524E+11,dwsauder@outlook.com,2022,High school graduate ,No ,Engineering & Computer Science,Civil Engineering,05-05-24,04-10-26,Spring,Winter,,,,,,,
353,Colby,MCKINNEY,Maximus,M,26-02-01,United Arab Emirates,United Arab Emirates,9.71568E+11,fraser@msn.com,2022,High school graduate ,No ,Engineering & Computer Science,Telecommunications Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
354,Alec,PAGE,Athena,F,27-04-00,United Arab Emirates,United Arab Emirates,9.71527E+11,gospodin@gmail.com,2022,High school graduate ,No ,Engineering & Computer Science,Telecommunications Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
355,Julio,DAWSON,Amy,F,13-02-00,United Arab Emirates,United Arab Emirates,97158882705,pappp@hotmail.com,2022,High school graduate ,No ,Engineering & Computer Science,Telecommunications Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
356,Scott,JOSEPH,Norah,F,01-03-00,Tunisia ,United Arab Emirates,9.71562E+11,larry@yahoo.ca,2022,High school graduate ,No ,Engineering & Computer Science,Telecommunications Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
357,Matias,MARQUEZ,Brady,M,11-12-99,Algeria,United Arab Emirates,97155123315,rupak@sbcglobal.net,2022,High school graduate ,No ,Engineering & Computer Science,Telecommunications Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
358,Sullivan,REEVES,Kenneth,M,31-05-00,Morocco,United Arab Emirates,9.71559E+11,sequin@aol.com,2022,High school graduate ,No ,Engineering & Computer Science,Telecommunications Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
359,Sylvia,KLEIN,Paul,M,24-10-00,Ukraine,United Arab Emirates,9.71529E+11,chlim@msn.com,2022,High school graduate ,No ,Engineering & Computer Science,Telecommunications Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
360,Princeton,ESPINOZA,Londyn,F,17-06-99,Mexico,United Arab Emirates,97158966326,uncle@aol.com,2022,High school graduate ,No ,Engineering & Computer Science,Telecommunications Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
361,Hugo,BALDWIN,Jaden,M,27-08-00,Mexico,United Arab Emirates,9.71524E+11,hling@verizon.net,2022,High school graduate ,No ,Engineering & Computer Science,Telecommunications Engineering,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
362,Kaia,MORAN,Nicolas,M,14-06-00,Japan,United Arab Emirates,9.71543E+11,phizntrg@msn.com,2022,High school graduate ,No ,Engineering & Computer Science,Telecommunications Engineering,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
363,Ronald,LOVE,Valeria,F,04-04-00,United Arab Emirates,United Arab Emirates,9.71541E+11,british@att.net,2022,High school graduate ,No ,Engineering & Computer Science,Telecommunications Engineering,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
364,Bristol,ROBBINS,Beau,M,18-09-00,Mexico,United Arab Emirates,9.71582E+11,arathi@yahoo.ca,2022,High school graduate ,No ,Engineering & Computer Science,Telecommunications Engineering,05-05-24,04-10-26,Spring,Winter,,,,,,,
365,Philip,HIGGINS,Sara,F,03-07-00,Sweden ,United Arab Emirates,9.71583E+11,north@hotmail.com,2022,High school graduate ,No ,Engineering & Computer Science,Telecommunications Engineering,05-05-24,04-10-26,Spring,Winter,,,,,,,
366,Lorelei,BALL,Aliyah,F,22-06-00,Italy,United Arab Emirates,97155866456,dawnsong@yahoo.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Visual Communication Design,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
367,Jazmine,CORTEZ,Angelina,F,01-08-00,Ireland,United Arab Emirates,97152143256,monkeydo@msn.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Visual Communication Design,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
368,Maeve,LE,Gracie,F,04-11-00,Brazil,United Arab Emirates,9.71584E+11,jesse@icloud.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Visual Communication Design,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
369,Ibrahim,GRIFFITH,Dean,M,12-03-00,China,United Arab Emirates,9.71509E+11,aibrahim@hotmail.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Visual Communication Design,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
370,Alejandra,BOWEN,Rose,F,22-10-00,Colombia,United Arab Emirates,9.71583E+11,nichoj@hotmail.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Visual Communication Design,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
371,Justice,SHARP,Jake,M,09-10-00,Cuba,United Arab Emirates,9.71567E+11,duncand@comcast.net,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Visual Communication Design,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
372,Milan,CUMMINGS,Peter,M,16-12-99,Canada,United Arab Emirates,9.71564E+11,godeke@outlook.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Visual Communication Design,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
373,Keith,RAMSEY,Xander,M,03-09-00,Canada,United Arab Emirates,9.71557E+11,wonderkid@sbcglobal.net,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Visual Communication Design,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
374,Jillian,HARDY,Rachel,F,05-03-00,Italy,United Arab Emirates,9.71503E+11,facet@aol.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Visual Communication Design,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
375,Joy,SWANSON,Juliana,F,10-07-00,Lebabon ,United Arab Emirates,97150321100,vganesh@outlook.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Visual Communication Design,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
376,Abby,BARBER,Elliot,M,27-01-00,Jordan ,United Arab Emirates,9.71544E+11,jmmuller@yahoo.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Visual Communication Design,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
377,Malaysia,ACOSTA,Laila,F,21-01-00,Syria,United Arab Emirates,9.71526E+11,engelen@live.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Visual Communication Design,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
378,Nylah,LUNA,Finn,M,03-03-00,Spain ,United Arab Emirates,9.71554E+11,rtanter@sbcglobal.net,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Visual Communication Design,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
379,Sarai,CHANDLER,Brooklynn,F,26-07-00,Japan,United Arab Emirates,9.71564E+11,sherzodr@yahoo.ca,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Visual Communication Design,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
380,Evelynn,BLAIR,Valerie,F,22-02-99,United Arab Emirates,United Arab Emirates,97152425376,marioph@me.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Visual Communication Design,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
381,Danny,DANIEL,Derek,M,08-05-00,United Arab Emirates,United Arab Emirates,9.71557E+11,bmcmahon@att.net,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Visual Communication Design,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
382,Nia,CROSS,Sean,M,15-04-00,United Arab Emirates,United Arab Emirates,97150258238,uqmcolyv@mac.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Visual Communication Design,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
383,Finnegan,SIMON,Cayden,M,18-10-00,United Arab Emirates,United Arab Emirates,97150333268,jamuir@me.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Visual Communication Design,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
384,Marcos,DENNIS,Elliott,M,22-09-00,United Arab Emirates,United Arab Emirates,9.71557E+11,ewaters@live.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Visual Communication Design,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
385,Jayson,OCONNOR,Alina,F,09-04-00,United Arab Emirates,United Arab Emirates,9.71507E+11,tsuruta@gmail.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Visual Communication Design,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
386,Theo,QUINN,Jax,M,01-01-00,United Arab Emirates,United Arab Emirates,97154596599,rfisher@msn.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Visual Communication Design,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
387,Helen,GROSS,Reese,F,05-01-00,United Arab Emirates,United Arab Emirates,9.71562E+11,scarlet@live.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Visual Communication Design,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
388,Bethany,NAVARRO,Jasper,M,24-05-00,United Arab Emirates,United Arab Emirates,9715884080,hager@yahoo.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Visual Communication Design,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
389,Leia,MOSS,Elise,F,25-05-00,United Arab Emirates,United Arab Emirates,9.7159E+11,dieman@mac.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Visual Communication Design,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
390,Jaxton,FITZGERALD,Lorenzo,M,29-03-99,United Arab Emirates,United Arab Emirates,97158389253,madler@outlook.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Visual Communication Design,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
391,Phillip,DOYLE,Omar,M,17-06-00,United Arab Emirates,United Arab Emirates,9.71559E+11,cvrcek@sbcglobal.net,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Visual Communication Design,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
392,Harlow,MCLAUGHLIN,Eliza,F,13-10-99,United Arab Emirates,United Arab Emirates,9.71552E+11,scottzed@aol.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Visual Communication Design,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
393,Dexter,ROJAS,Beckett,M,12-01-99,United Arab Emirates,United Arab Emirates,9.71569E+11,mddallara@yahoo.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Visual Communication Design,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
394,Braylen,RODGERS,Alaina,F,26-04-99,United Arab Emirates,United Arab Emirates,9.71546E+11,redingtn@msn.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Visual Communication Design,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
395,Armando,STEVENSON,Rowan,M,17-10-99,United Arab Emirates,United Arab Emirates,9.71505E+11,jesse@gmail.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Visual Communication Design,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
396,Blake,SINGH,Raelynn,F,11-07-99,United Arab Emirates,United Arab Emirates,9.7153E+11,koudas@comcast.net,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Visual Communication Design,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
397,Jayleen,YANG,Leilani,F,15-02-99,United Arab Emirates,United Arab Emirates,97154767845,shazow@yahoo.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Visual Communication Design,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
398,Braden,FIGUEROA,Catherine,F,22-07-99,United Arab Emirates,United Arab Emirates,97156582127,sfoskett@mac.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Visual Communication Design,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
399,Angelica,HARMON,Emerson,F,20-03-99,United Arab Emirates,United Arab Emirates,9.71562E+11,jtorkbob@me.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Visual Communication Design,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
400,Corey,NEWTON,Gael,M,25-02-99,Sinagpore ,United Arab Emirates,9.71559E+11,bolow@att.net,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Visual Communication Design,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
401,Marilyn,PAUL,Cecilia,F,31-10-98,Poland,United Arab Emirates,9.71567E+11,adillon@msn.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Visual Communication Design,05-05-24,04-10-26,Spring,Winter,,,,,,,
402,Kolton,MANNING,Corbin,M,19-01-99,Algeria,United Arab Emirates,9.71546E+11,peoplesr@icloud.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Visual Communication Design,05-05-24,04-10-26,Spring,Winter,,,,,,,
403,Viviana,GARNER,Genevieve,F,04-08-99,United Kingdom,United Arab Emirates,9.71568E+11,pthomsen@att.net,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Visual Communication Design,05-05-24,04-10-26,Spring,Winter,,,,,,,
404,Gerardo,MCGEE,Daisy,F,02-10-99,Tunisia ,United Arab Emirates,9.71524E+11,sscorpio@msn.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Visual Communication Design,05-05-24,04-10-26,Spring,Winter,,,,,,,
405,Francesca,REESE,Waylon,M,30-06-99,Pakistan,United Arab Emirates,9.71585E+11,arnold@yahoo.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Visual Communication Design,05-05-24,04-10-26,Spring,Winter,,,,,,,
406,Ace,FRANCIS,Harmony,F,07-04-98,Pakistan,United Arab Emirates,9.71507E+11,garyjb@live.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Screen Media Production,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
407,Juniper,BURGESS,Myles,M,29-07-99,Bahrain ,United Arab Emirates,9.71563E+11,mkearl@gmail.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Screen Media Production,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
408,Ellis,ADKINS,Vanessa,F,08-09-99,Bahrain ,United Arab Emirates,9.71545E+11,odlyzko@sbcglobal.net,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Screen Media Production,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
409,Malcolm,GOODMAN,Adriana,F,19-04-99,Bahrain ,United Arab Emirates,9.7159E+11,jwarren@live.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Screen Media Production,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
410,Tate,CURRY,Presley,F,27-12-93,China,United Arab Emirates,97154543326,weidai@mac.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Screen Media Production,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
411,Carolina,BRADY,Rebecca,F,20-12-97,Japan,United Arab Emirates,9.71527E+11,drezet@hotmail.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Screen Media Production,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
412,Jazmin,CHRISTENSEN,Destiny,F,22-02-99,Greece,United Arab Emirates,9.71586E+11,bulletin@att.net,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Screen Media Production,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
413,Emely,POTTER,Hayden,F,09-04-99,Greece,United Arab Emirates,9.71588E+11,oneiros@outlook.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Screen Media Production,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
414,Edgar,WALTON,Tanner,M,23-08-99,Greece,United Arab Emirates,9.71523E+11,tbusch@optonline.net,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Screen Media Production,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
415,Jane,GOODWIN,Jorge,M,23-12-98,Denmark,United Arab Emirates,97158765169,fmerges@att.net,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Screen Media Production,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
416,Lyric,MULLINS,Julianna,F,26-11-97,Spain,United Arab Emirates,9.71502E+11,iapetus@hotmail.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Screen Media Production,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
417,Angel,MOLINA,Michelle,F,29-06-99,Libya ,United Arab Emirates,9.71582E+11,flavell@hotmail.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Screen Media Production,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
418,Dominick,WEBSTER,Javier,M,19-12-98,Poland,United Arab Emirates,9.71587E+11,ideguy@yahoo.ca,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Screen Media Production,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
419,Elaina,FISCHER,Zion,M,01-03-99,Algeria,United Arab Emirates,9.71563E+11,mrdvt@aol.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Screen Media Production,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
420,Adrianna,CAMPOS,Adelyn,F,11-02-99,United Kingdom,United Arab Emirates,9.7156E+11,bonmots@verizon.net,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Screen Media Production,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
421,Ruth,AVILA,Arabella,F,11-08-98,Tunisia ,United Arab Emirates,9.71501E+11,scotfl@hotmail.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Screen Media Production,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
422,Marshall,SHERMAN,Summer,F,24-03-99,Pakistan,United Arab Emirates,9.71588E+11,ehood@icloud.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Screen Media Production,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
423,Miriam,TODD,Andres,M,21-12-98,Pakistan,United Arab Emirates,9.71543E+11,dexter@me.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Screen Media Production,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
424,Diana,CHANG,Callie,F,22-09-99,Bahrain ,United Arab Emirates,97155254884,qrczak@verizon.net,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Screen Media Production,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
425,Mariana,BLAKE,Charlie,M,11-09-99,France,United Arab Emirates,9.7153E+11,pkilab@live.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Screen Media Production,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
426,Danielle,MALONE,Paxton,M,14-05-99,Russia,United Arab Emirates,9.71523E+11,gtaylor@verizon.net,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Screen Media Production,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
427,Marco,WOLF,Emiliano,M,16-02-99,Germany,United Arab Emirates,9.71528E+11,killmenow@aol.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Screen Media Production,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
428,Jenna,HODGES,Kaitlyn,F,22-06-99,India,United Arab Emirates,9.71522E+11,evans@me.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Screen Media Production,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
429,Joaquin,JUAREZ,Brooks,M,04-10-99,France,United Arab Emirates,97155100765,brbarret@att.net,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Screen Media Production,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
430,Shelby,GILL,Zane,M,21-08-99,Russia,United Arab Emirates,97156776878,brainless@msn.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Screen Media Production,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
431,Nina,FARMER,Ryleigh,F,06-04-99,Uruguay,United Arab Emirates,97154857569,aglassis@live.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Screen Media Production,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
432,Dante,HINES,Lila,F,04-04-99,Uzbekistan,United Arab Emirates,9.71543E+11,mlewan@gmail.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Screen Media Production,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
433,Madeleine,GALLAGHER,Daniela,F,01-05-99,"Venezuela, Bolivarian Republic of",United Arab Emirates,97150590248,kodeman@live.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Screen Media Production,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
434,Andy,DURAN,Arya,F,02-09-98,China,United Arab Emirates,9.71549E+11,evans@aol.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Screen Media Production,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
435,Elliana,HUBBARD,Simon,M,05-06-99,India,United Arab Emirates,9.71563E+11,shawnce@verizon.net,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Screen Media Production,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
436,Cruz,CANNON,Judah,M,18-04-99,United States,United Arab Emirates,9.71583E+11,paulv@yahoo.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Screen Media Production,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
437,Ali,MIRANDA,Alana,F,28-12-98,Indonesia,United Arab Emirates,97150186174,noneme@hotmail.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Screen Media Production,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
438,Drake,WANG,Esther,F,02-02-99,Germany,United Arab Emirates,9715511833,wkrebs@live.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Screen Media Production,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
439,Warren,SAUNDERS,Griffin,M,25-07-98,India,United Arab Emirates,97156900617,cvrcek@yahoo.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Screen Media Production,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
440,Miracle,TATE,Finley,F,21-01-99,France,United Arab Emirates,9715568850,fatelk@sbcglobal.net,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Screen Media Production,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
441,Ismael,MACK,Gabrielle,F,23-07-99,Russia,United Arab Emirates,9.71542E+11,onestab@me.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Screen Media Production,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
442,Madelynn,HAMMOND,Cody,M,15-10-99,Germany,United Arab Emirates,9.71504E+11,ubergeeb@outlook.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Screen Media Production,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
443,Briana,CARRILLO,Gunner,M,15-01-99,India,United Arab Emirates,9.71506E+11,mcsporran@me.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Screen Media Production,01-12-24,12/24/2026,Winter,Autumn,,,,,,,
444,Ari,TOWNSEND,Jessica,F,02-04-98,France,United Arab Emirates,97150847669,tubajon@mac.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Screen Media Production,05-05-24,04-10-26,Spring,Winter,,,,,,,
445,Freya,WISE,Dawson,M,14-06-98,Russia,United Arab Emirates,9.71558E+11,hauma@outlook.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Screen Media Production,05-05-24,04-10-26,Spring,Winter,,,,,,,
446,Russell,INGRAM,Israel,M,22-06-99,Germany,United Arab Emirates,9.71551E+11,gmcgath@hotmail.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Screen Media Production,05-05-24,04-10-26,Spring,Winter,,,,,,,
447,Macie,BARTON,Charlie,F,21-03-99,India,United Arab Emirates,9.7151E+11,stinson@icloud.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Screen Media Production,05-05-24,04-10-26,Spring,Winter,,,,,,,
448,Bruce,MEJIA,Stephanie,F,14-05-99,United Arab Emirates,United Arab Emirates,9.71542E+11,zyghom@optonline.net,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Screen Media Production,05-05-24,04-10-26,Spring,Winter,,,,,,,
449,Finnegan,AYALA,Tessa,F,26-08-99,United Arab Emirates,United Arab Emirates,97155532303,simone@verizon.net,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Digital and Social Media,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
450,Marcos,SCHROEDER,Rylan,M,06-01-99,United Arab Emirates,United Arab Emirates,9.71559E+11,dhrakar@yahoo.ca,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Digital and Social Media,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
451,Jayson,HAMPTON,Makenzie,F,01-06-99,United Arab Emirates,United Arab Emirates,97150798832,mhanoh@icloud.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Digital and Social Media,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
452,Jayson,ROWE,Ana,F,04-06-99,United Arab Emirates,United Arab Emirates,9.71544E+11,terjesa@yahoo.ca,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Digital and Social Media,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
453,Jayson,PARSONS,Amaya,F,14-11-99,United Arab Emirates,United Arab Emirates,9.71584E+11,ghaviv@icloud.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Digital and Social Media,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
454,Nina,FRANK,Alexandria,F,31-08-99,United Arab Emirates,United Arab Emirates,9.71548E+11,msherr@me.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Digital and Social Media,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
455,Nina,WATERS,Gage,M,22-06-96,United Arab Emirates,United Arab Emirates,9.71583E+11,unreal@msn.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Digital and Social Media,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
456,Nina,STRICKLAND,Alivia,F,28-07-99,United Arab Emirates,United Arab Emirates,9.7155E+11,rsmartin@aol.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Digital and Social Media,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
457,Nina,OSBORNE,Nova,F,31-08-99,United Arab Emirates,United Arab Emirates,9.71502E+11,drezet@me.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Digital and Social Media,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
458,Nina,MAXWELL,Messiah,M,05-06-98,Mexico,India,9.13859E+11,eminence@msn.com,2022,High school graduate ,No ,"Humanities, Social Sciences and Health",Digital and Social Media,09/20/2023,07-02-25,Autumn,Spring,,,,,,,
